CODIGO_REFERENCIA;CODIGO_TALLA;NOMBRE_REFERNCIA;REFERNCIA;TALLA;CANTIDAD
547;4;UNIF AD BRASIL AWAY;UEFA0069;L;0
547;5;UNIF AD BRASIL AWAY;UEFA0069;XL;0
549;2;UNIF ADU PORTUGAL HOME;UEFA0070;S;60
549;3;UNIF ADU PORTUGAL HOME;UEFA0070;M;148
549;4;UNIF ADU PORTUGAL HOME;UEFA0070;L;148
549;5;UNIF ADU PORTUGAL HOME;UEFA0070;XL;59
550;2;UNIF AD ARGENTINA AWAY;UEFA0071;S;0
550;3;UNIF AD ARGENTINA AWAY;UEFA0071;M;0
550;4;UNIF AD ARGENTINA AWAY;UEFA0071;L;0
550;5;UNIF AD ARGENTINA AWAY;UEFA0071;XL;0
551;2;UNIF AD USA AWAY;UEFA0072;S;0
551;3;UNIF AD USA AWAY;UEFA0072;M;39
551;4;UNIF AD USA AWAY;UEFA0072;L;29
551;5;UNIF AD USA AWAY;UEFA0072;XL;0
552;6;UNI NI헲 BAYERN;UEFA0073;10;0
552;7;UNI NI헲 BAYERN;UEFA0073;12;0
552;8;UNI NI헲 BAYERN;UEFA0073;14;0
552;9;UNI NI헲 BAYERN;UEFA0073;16;0
552;10;UNI NI헲 BAYERN;UEFA0073;18;0
553;6;UNI NI헲 INTER;UEFA0074;10;0
553;7;UNI NI헲 INTER;UEFA0074;12;0
553;8;UNI NI헲 INTER;UEFA0074;14;0
553;9;UNI NI헲 INTER;UEFA0074;16;0
553;10;UNI NI헲 INTER;UEFA0074;18;0
554;6;UNI NI헲 UEFA AZUL;UEFA0075;10;0
554;7;UNI NI헲 UEFA AZUL;UEFA0075;12;0
554;8;UNI NI헲 UEFA AZUL;UEFA0075;14;50
554;9;UNI NI헲 UEFA AZUL;UEFA0075;16;30
554;10;UNI NI헲 UEFA AZUL;UEFA0075;18;0
555;6;UNI NI헲 UEFA ROJO;UEFA0076;10;0
555;7;UNI NI헲 UEFA ROJO;UEFA0076;12;0
555;8;UNI NI헲 UEFA ROJO;UEFA0076;14;60
555;9;UNI NI헲 UEFA ROJO;UEFA0076;16;30
555;10;UNI NI헲 UEFA ROJO;UEFA0076;18;0
556;6;UNI NI헲 UEFA NARANJA;UEFA0077;10;0
556;7;UNI NI헲 UEFA NARANJA;UEFA0077;12;0
556;8;UNI NI헲 UEFA NARANJA;UEFA0077;14;40
556;9;UNI NI헲 UEFA NARANJA;UEFA0077;16;28
556;10;UNI NI헲 UEFA NARANJA;UEFA0077;18;0
557;2;UN CHEALSEA HOME N.T;UEFA0078;S;0
557;3;UN CHEALSEA HOME N.T;UEFA0078;M;68
557;4;UN CHEALSEA HOME N.T;UEFA0078;L;72
557;5;UN CHEALSEA HOME N.T;UEFA0078;XL;27
558;2;UN LIVERPOOL HOME N.T;UEFA0079;S;0
558;3;UN LIVERPOOL HOME N.T;UEFA0079;M;0
558;4;UN LIVERPOOL HOME N.T;UEFA0079;L;0
558;5;UN LIVERPOOL HOME N.T;UEFA0079;XL;0
560;2;UN REAL HOME N.T;UEFA0080;S;0
560;3;UN REAL HOME N.T;UEFA0080;M;0
560;4;UN REAL HOME N.T;UEFA0080;L;0
560;5;UN REAL HOME N.T;UEFA0080;XL;0
561;2;UN REAL AWAY N.T;UEFA0081;S;0
561;3;UN REAL AWAY N.T;UEFA0081;M;0
561;4;UN REAL AWAY N.T;UEFA0081;L;20
561;5;UN REAL AWAY N.T;UEFA0081;XL;10
562;2;UN INTER HOME N.T;UEFA0082;S;0
562;3;UN INTER HOME N.T;UEFA0082;M;40
562;4;UN INTER HOME N.T;UEFA0082;L;0
562;5;UN INTER HOME N.T;UEFA0082;XL;0
563;2;UN BARCELONA HOME N.T;UEFA0083;S;0
563;3;UN BARCELONA HOME N.T;UEFA0083;M;0
563;4;UN BARCELONA HOME N.T;UEFA0083;L;0
563;5;UN BARCELONA HOME N.T;UEFA0083;XL;0
564;2;UN BAYERN HOME N.T;UEFA0084;S;20
564;3;UN BAYERN HOME N.T;UEFA0084;M;74
564;4;UN BAYERN HOME N.T;UEFA0084;L;63
564;5;UN BAYERN HOME N.T;UEFA0084;XL;12
565;2;UN OLIMPIQUE HOME N.T;UEFA0085;S;0
565;3;UN OLIMPIQUE HOME N.T;UEFA0085;M;0
565;4;UN OLIMPIQUE HOME N.T;UEFA0085;L;0
565;5;UN OLIMPIQUE HOME N.T;UEFA0085;XL;0
566;11;PETO;UEFA0086;AMARILLO;111
566;12;PETO;UEFA0086;AZUL REY;109
566;13;PETO;UEFA0086;ROJO;109
566;14;PETO;UEFA0086;NARANJA;89
566;15;PETO;UEFA0086;VERDE;70
567;2;UN AJAX AWAY N.T;UEFA0087;S;0
567;3;UN AJAX AWAY N.T;UEFA0087;M;0
567;4;UN AJAX AWAY N.T;UEFA0087;L;0
567;5;UN AJAX AWAY N.T;UEFA0087;XL;0
568;2;UN BARCELONA AWAY N.T;UEFA0088;S;0
568;3;UN BARCELONA AWAY N.T;UEFA0088;M;0
568;4;UN BARCELONA AWAY N.T;UEFA0088;L;0
568;5;UN BARCELONA AWAY N.T;UEFA0088;XL;0
569;2;UNI CHELSEA AWAY N.T;UEFA0089;S;0
569;3;UNI CHELSEA AWAY N.T;UEFA0089;M;0
569;4;UNI CHELSEA AWAY N.T;UEFA0089;L;0
569;5;UNI CHELSEA AWAY N.T;UEFA0089;XL;0
570;2;UN INTER AWAY N.T;UEFA0090;S;0
570;3;UN INTER AWAY N.T;UEFA0090;M;0
570;4;UN INTER AWAY N.T;UEFA0090;L;0
570;5;UN INTER AWAY N.T;UEFA0090;XL;0
571;2;UN LIVERPOOL AWAY N.T;UEFA0091;S;0
571;3;UN LIVERPOOL AWAY N.T;UEFA0091;M;0
571;4;UN LIVERPOOL AWAY N.T;UEFA0091;L;0
571;5;UN LIVERPOOL AWAY N.T;UEFA0091;XL;0
572;2;UN MANCHESTER HOME N.T;UEFA0092;S;0
572;3;UN MANCHESTER HOME N.T;UEFA0092;M;8
572;4;UN MANCHESTER HOME N.T;UEFA0092;L;29
572;5;UN MANCHESTER HOME N.T;UEFA0092;XL;0
573;2;UN MANCHESTER AWAY N.T;UEFA0093;S;0
573;3;UN MANCHESTER AWAY N.T;UEFA0093;M;61
573;4;UN MANCHESTER AWAY N.T;UEFA0093;L;57
573;5;UN MANCHESTER AWAY N.T;UEFA0093;XL;0
574;2;UN MILAN HOME N.T;UEFA0094;S;0
574;3;UN MILAN HOME N.T;UEFA0094;M;0
574;4;UN MILAN HOME N.T;UEFA0094;L;0
574;5;UN MILAN HOME N.T;UEFA0094;XL;0
575;2;UN OLIMPIQUE AWAY N.T;UEFA0095;S;0
575;3;UN OLIMPIQUE AWAY N.T;UEFA0095;M;0
575;4;UN OLIMPIQUE AWAY N.T;UEFA0095;L;0
575;5;UN OLIMPIQUE AWAY N.T;UEFA0095;XL;0
576;1;BUFANDA MILLONARIOS;ACFU0017;N/A;830
577;1;BUFANDA BRASIL;ACFU0018;N/A;0
578;1;BUFANDA ITALIA;ACFU0019;N/A;0
579;1;BUFANDA ESPA헤;ACFU0020;N/A;78
580;1;BUFANDA ALEMANIA;ACFU0021;N/A;0
581;1;BUFANDA ARGENTINA;ACFU0022;N/A;0
582;1;BUFANDA LIVERPOOL;ACFU0023;N/A;0
583;1;BUFANDA BARCELONA;ACFU0024;N/A;0
585;1;BUFANDA INTER;ACFU0026;N/A;0
586;1;BUFANDA ARSENAL;ACFU0027;N/A;0
587;1;BUFANDA MILAN;ACFU0028;N/A;0
588;1;BUFANDA REAL;ACFU0029;N/A;0
589;1;BUFANDA HOLANDA;ACFU0030;N/A;0
590;1;BUFANDA CHEALSE;ACFU0031;N/A;0
591;1;GUANTE ARQUERO NINO;ACFU0032;N/A;251
592;2;UNIFORME BASKET HEAT;NBA021;S;0
592;3;UNIFORME BASKET HEAT;NBA021;M;0
592;4;UNIFORME BASKET HEAT;NBA021;L;18
592;5;UNIFORME BASKET HEAT;NBA021;XL;0
593;2;UNIFORME BASKET PHONEX;NBA022;S;0
593;3;UNIFORME BASKET PHONEX;NBA022;M;0
593;4;UNIFORME BASKET PHONEX;NBA022;L;0
593;5;UNIFORME BASKET PHONEX;NBA022;XL;0
594;2;UNIFORME BASKET CELTICS;NBA023;S;0
594;3;UNIFORME BASKET CELTICS;NBA023;M;0
594;4;UNIFORME BASKET CELTICS;NBA023;L;0
594;5;UNIFORME BASKET CELTICS;NBA023;XL;0
595;2;UN ATLETICO HOME N.T;UEFA0096;S;0
595;3;UN ATLETICO HOME N.T;UEFA0096;M;60
595;4;UN ATLETICO HOME N.T;UEFA0096;L;66
595;5;UN ATLETICO HOME N.T;UEFA0096;XL;3
596;2;UN JUVENTUS HOME N.T;UEFA0097;S;0
596;3;UN JUVENTUS HOME N.T;UEFA0097;M;30
596;4;UN JUVENTUS HOME N.T;UEFA0097;L;11
596;5;UN JUVENTUS HOME N.T;UEFA0097;XL;5
597;2;UN ARSENAL HOME N.T;UEFA0098;S;0
597;3;UN ARSENAL HOME N.T;UEFA0098;M;66
597;4;UN ARSENAL HOME N.T;UEFA0098;L;65
597;5;UN ARSENAL HOME N.T;UEFA0098;XL;11
598;2;UN PORTO HOME N.T;UEFA0099;S;0
598;3;UN PORTO HOME N.T;UEFA0099;M;0
598;4;UN PORTO HOME N.T;UEFA0099;L;0
598;5;UN PORTO HOME N.T;UEFA0099;XL;0
599;2;UN ARSENAL AWAY N.T;UEFA0100;S;10
599;3;UN ARSENAL AWAY N.T;UEFA0100;M;50
599;4;UN ARSENAL AWAY N.T;UEFA0100;L;47
599;5;UN ARSENAL AWAY N.T;UEFA0100;XL;10
600;2;UN RIVER HOME N.T;UEFA0101;S;0
600;3;UN RIVER HOME N.T;UEFA0101;M;52
600;4;UN RIVER HOME N.T;UEFA0101;L;73
600;5;UN RIVER HOME N.T;UEFA0101;XL;10
601;2;UN JUVENTUS AWAY NT;UEFA0102;S;0
601;3;UN JUVENTUS AWAY NT;UEFA0102;M;0
601;4;UN JUVENTUS AWAY NT;UEFA0102;L;0
601;5;UN JUVENTUS AWAY NT;UEFA0102;XL;0
602;2;BUSO LYCRA BLANCO;LYC007;S;0
602;3;BUSO LYCRA BLANCO;LYC007;M;0
602;4;BUSO LYCRA BLANCO;LYC007;L;0
602;5;BUSO LYCRA BLANCO;LYC007;XL;0
603;2;BUSO LYCRA AZUL;LYC008;S;0
603;3;BUSO LYCRA AZUL;LYC008;M;0
603;4;BUSO LYCRA AZUL;LYC008;L;0
603;5;BUSO LYCRA AZUL;LYC008;XL;0
604;2;BUSO LYCRA ROJO;LYC009;S;0
604;3;BUSO LYCRA ROJO;LYC009;M;0
604;4;BUSO LYCRA ROJO;LYC009;L;0
604;5;BUSO LYCRA ROJO;LYC009;XL;0
605;2;BUSO LYCRA NEGRO;LYC010;S;0
605;3;BUSO LYCRA NEGRO;LYC010;M;0
605;4;BUSO LYCRA NEGRO;LYC010;L;0
605;5;BUSO LYCRA NEGRO;LYC010;XL;0
606;1;BALON VOLEYBALL;BAV0001;N/A;4
607;1;CODERA MEDICINAL;TERA0015;N/A;0
609;1;RAQUETA TENNIS;RATE0001;N/A;0
610;1;RAQUETA SQUASH;RASQ0001;N/A;9
611;1;SET BOLA TENNIS PROF. X 3;BOLTEN0001;N/A;19
612;1;ESTUCHE BOLA TENNIS X 12;BOLTEN0002;N/A;18
613;1;TERMO PLASTICO;TERM0001;N/A;57
614;2;UNIFORME ROMA HOME N.T;UEFA0103;S;44
614;3;UNIFORME ROMA HOME N.T;UEFA0103;M;110
614;4;UNIFORME ROMA HOME N.T;UEFA0103;L;130
614;5;UNIFORME ROMA HOME N.T;UEFA0103;XL;40
615;2;UN BOCA JR N.T;UEFA0105;S;30
615;3;UN BOCA JR N.T;UEFA0105;M;100
615;4;UN BOCA JR N.T;UEFA0105;L;110
615;5;UN BOCA JR N.T;UEFA0105;XL;32
616;2;UN CHELSEA AWAY 2 N.T;UEFA0106;S;0
616;3;UN CHELSEA AWAY 2 N.T;UEFA0106;M;0
616;4;UN CHELSEA AWAY 2 N.T;UEFA0106;L;0
616;5;UN CHELSEA AWAY 2 N.T;UEFA0106;XL;0
617;2;UN SPORTING HOME N.T;UEFA0107;S;1
617;3;UN SPORTING HOME N.T;UEFA0107;M;9
617;4;UN SPORTING HOME N.T;UEFA0107;L;23
617;5;UN SPORTING HOME N.T;UEFA0107;XL;1
618;2;UN WOLFSBURG HOME N.T;UEFA0108;S;39
618;3;UN WOLFSBURG HOME N.T;UEFA0108;M;127
618;4;UN WOLFSBURG HOME N.T;UEFA0108;L;124
618;5;UN WOLFSBURG HOME N.T;UEFA0108;XL;44
619;1;BALON FUTBOL AMERICANO;BFA0001;N/A;0
621;1;BASCU0001;BASCU0001;N/A;2
622;2;COVER TRAINING ROJO;UEFA0137;S;0
622;3;COVER TRAINING ROJO;UEFA0137;M;0
622;4;COVER TRAINING ROJO;UEFA0137;L;0
622;5;COVER TRAINING ROJO;UEFA0137;XL;0
623;2;COVER TRAINING BLANCO;UEFA0138;S;0
623;3;COVER TRAINING BLANCO;UEFA0138;M;0
623;4;COVER TRAINING BLANCO;UEFA0138;L;0
623;5;COVER TRAINING BLANCO;UEFA0138;XL;0
624;2;UN BAYERN AWAY N.T;UEFA0104;S;0
624;3;UN BAYERN AWAY N.T;UEFA0104;M;0
624;4;UN BAYERN AWAY N.T;UEFA0104;L;0
624;5;UN BAYERN AWAY N.T;UEFA0104;XL;0
625;1;BALON FUTBOL JAV;BAF0007;N/A;53
628;2;UN UEFA AZUL REY X AZUL;UEFA0109;S;0
628;3;UN UEFA AZUL REY X AZUL;UEFA0109;M;0
628;4;UN UEFA AZUL REY X AZUL;UEFA0109;L;0
628;5;UN UEFA AZUL REY X AZUL;UEFA0109;XL;0
629;2;UN UEFA AZUL OSCURO;UEFA0110;S;23
629;3;UN UEFA AZUL OSCURO;UEFA0110;M;100
629;4;UN UEFA AZUL OSCURO;UEFA0110;L;96
629;5;UN UEFA AZUL OSCURO;UEFA0110;XL;19
630;2;UN BARCELONA AWAY 2 N.T;UEFA0111;S;0
630;3;UN BARCELONA AWAY 2 N.T;UEFA0111;M;0
630;4;UN BARCELONA AWAY 2 N.T;UEFA0111;L;0
630;5;UN BARCELONA AWAY 2 N.T;UEFA0111;XL;0
631;2;UN CHELSEA AWAY 3 N.T;UEFA0112;S;0
631;3;UN CHELSEA AWAY 3 N.T;UEFA0112;M;0
631;4;UN CHELSEA AWAY 3 N.T;UEFA0112;L;0
631;5;UN CHELSEA AWAY 3 N.T;UEFA0112;XL;0
632;2;UN LIVERPOOL AWAY 2 N.T;UEFA0113;S;0
632;3;UN LIVERPOOL AWAY 2 N.T;UEFA0113;M;0
632;4;UN LIVERPOOL AWAY 2 N.T;UEFA0113;L;0
632;5;UN LIVERPOOL AWAY 2 N.T;UEFA0113;XL;0
633;2;UN MILAN AWAY N.T;UEFA0114;S;0
633;3;UN MILAN AWAY N.T;UEFA0114;M;0
633;4;UN MILAN AWAY N.T;UEFA0114;L;29
633;5;UN MILAN AWAY N.T;UEFA0114;XL;11
634;2;UN REAL AWAY 2 N.T;UEFA0115;S;0
634;3;UN REAL AWAY 2 N.T;UEFA0115;M;0
634;4;UN REAL AWAY 2 N.T;UEFA0115;L;32
634;5;UN REAL AWAY 2 N.T;UEFA0115;XL;0
635;6;UNI NI헲 CHELSEA 2011;UEFA0116;10;0
635;7;UNI NI헲 CHELSEA 2011;UEFA0116;12;0
635;8;UNI NI헲 CHELSEA 2011;UEFA0116;14;0
635;9;UNI NI헲 CHELSEA 2011;UEFA0116;16;0
635;10;UNI NI헲 CHELSEA 2011;UEFA0116;18;0
636;6;UNI NI헲 MILAN 2011;UEFA0117;10;0
636;7;UNI NI헲 MILAN 2011;UEFA0117;12;0
636;8;UNI NI헲 MILAN 2011;UEFA0117;14;0
636;9;UNI NI헲 MILAN 2011;UEFA0117;16;0
636;10;UNI NI헲 MILAN 2011;UEFA0117;18;0
637;6;UNI NI헲 BARCELONA 2011;UEFA0118;10;0
637;7;UNI NI헲 BARCELONA 2011;UEFA0118;12;0
637;8;UNI NI헲 BARCELONA 2011;UEFA0118;14;0
637;9;UNI NI헲 BARCELONA 2011;UEFA0118;16;0
637;10;UNI NI헲 BARCELONA 2011;UEFA0118;18;0
638;2;UN UEFA AMARILLO X AMARILLO;UEFA0122;S;14
638;3;UN UEFA AMARILLO X AMARILLO;UEFA0122;M;93
638;4;UN UEFA AMARILLO X AMARILLO;UEFA0122;L;110
638;5;UN UEFA AMARILLO X AMARILLO;UEFA0122;XL;35
639;2;UN UEFA NARANJA X NARANJA;UEFA0123;S;11
639;3;UN UEFA NARANJA X NARANJA;UEFA0123;M;60
639;4;UN UEFA NARANJA X NARANJA;UEFA0123;L;80
639;5;UN UEFA NARANJA X NARANJA;UEFA0123;XL;34
640;2;UN UEFA NEGRO X NEGRO;UEFA0124;S;0
640;3;UN UEFA NEGRO X NEGRO;UEFA0124;M;60
640;4;UN UEFA NEGRO X NEGRO;UEFA0124;L;60
640;5;UN UEFA NEGRO X NEGRO;UEFA0124;XL;0
641;2;UN BORDEAUX HOME;UEFA0125;S;0
641;3;UN BORDEAUX HOME;UEFA0125;M;30
641;4;UN BORDEAUX HOME;UEFA0125;L;26
641;5;UN BORDEAUX HOME;UEFA0125;XL;0
643;6;UNI NI헲 REAL 2011;UEFA0120;10;0
643;7;UNI NI헲 REAL 2011;UEFA0120;12;0
643;8;UNI NI헲 REAL 2011;UEFA0120;14;0
643;9;UNI NI헲 REAL 2011;UEFA0120;16;0
643;10;UNI NI헲 REAL 2011;UEFA0120;18;0
644;6;UNI NI헲 ESPA헤 AWAY;UEFA0121;10;0
644;7;UNI NI헲 ESPA헤 AWAY;UEFA0121;12;0
644;8;UNI NI헲 ESPA헤 AWAY;UEFA0121;14;0
644;9;UNI NI헲 ESPA헤 AWAY;UEFA0121;16;0
644;10;UNI NI헲 ESPA헤 AWAY;UEFA0121;18;0
